1	0.022873	0.0094036	0.014666	0.022873	0.0005232	0.0060294	0.022873	0.014666	0.011744	0.018316	0.018316	0.0075298	0.014666	0.022873	0.0038659	0.0030956	0.011744	0.0019848	0.011744	0.022873	0.022873	0.022873	0.018316	0.018316	0.022873	0.011744	0.014666	0.022873	0.014666	0.0075298	0.014666	0.0094036	0.022873	6.1442e-06	0.011744	0.018316	0.022873	0.022873	0.018316	0.0048279	0.0094036	0.0038659	0.022873	0.022873	0.022873	0.0075298	0.0030956	0.022873	0.022873	0.011744	0.0048279	0.011744	0.0075298	0.022873	0.022873	0.022873	0.011744	0.022873	0.022873
0.022873	1	0.2636	0.41111	0.64118	0.0094036	0.16901	0.64118	0.41111	0.32919	0.51342	0.51342	0.21107	0.41111	0.64118	0.10837	0.086774	0.32919	0.055638	0.32919	0.64118	0.64118	0.64118	0.51342	0.51342	0.64118	0.32919	0.41111	0.64118	0.41111	0.21107	0.41111	0.2636	0.64118	0.00017223	0.32919	0.51342	0.64118	0.64118	0.51342	0.13534	0.2636	0.10837	0.64118	0.64118	0.64118	0.21107	0.086774	0.64118	0.64118	0.32919	0.13534	0.32919	0.21107	0.64118	0.64118	0.64118	0.32919	0.64118	0.64118
0.0094036	0.2636	1	0.16901	0.2636	0.0038659	0.069483	0.2636	0.16901	0.13534	0.21107	0.21107	0.086774	0.16901	0.2636	0.044551	0.035674	0.13534	0.022873	0.13534	0.2636	0.2636	0.2636	0.21107	0.21107	0.2636	0.13534	0.16901	0.2636	0.16901	0.086774	0.16901	0.10837	0.2636	7.0807e-05	0.13534	0.21107	0.2636	0.41111	0.21107	0.055638	0.10837	0.044551	0.2636	0.2636	0.2636	0.086774	0.035674	0.2636	0.2636	0.13534	0.055638	0.13534	0.086774	0.2636	0.2636	0.2636	0.13534	0.2636	0.2636
0.014666	0.41111	0.16901	1	0.41111	0.0060294	0.10837	0.41111	0.2636	0.21107	0.32919	0.32919	0.13534	0.2636	0.41111	0.069483	0.055638	0.21107	0.035674	0.21107	0.41111	0.41111	0.41111	0.32919	0.32919	0.41111	0.21107	0.2636	0.41111	0.2636	0.13534	0.2636	0.16901	0.41111	0.00011043	0.21107	0.32919	0.41111	0.41111	0.32919	0.086774	0.16901	0.069483	0.41111	0.41111	0.41111	0.13534	0.055638	0.41111	0.41111	0.21107	0.086774	0.21107	0.13534	0.41111	0.41111	0.41111	0.21107	0.41111	0.41111
0.022873	0.64118	0.2636	0.41111	1	0.0094036	0.16901	0.64118	0.41111	0.32919	0.51342	0.51342	0.21107	0.41111	0.64118	0.10837	0.086774	0.32919	0.055638	0.32919	0.64118	0.64118	0.64118	0.51342	0.51342	0.64118	0.32919	0.41111	0.64118	0.41111	0.21107	0.41111	0.2636	0.64118	0.00017223	0.32919	0.51342	0.64118	0.64118	0.51342	0.13534	0.2636	0.10837	0.64118	0.64118	0.64118	0.21107	0.086774	0.64118	0.64118	0.32919	0.13534	0.32919	0.21107	0.64118	0.64118	0.64118	0.32919	0.64118	0.64118
0.0005232	0.0094036	0.0038659	0.0060294	0.0094036	1	0.0024788	0.0094036	0.0060294	0.0048279	0.0075298	0.0075298	0.0030956	0.0060294	0.0094036	0.0015893	0.0012726	0.0048279	0.00081599	0.0048279	0.0094036	0.0094036	0.0094036	0.0075298	0.0075298	0.0094036	0.0048279	0.0060294	0.0094036	0.0060294	0.0030956	0.0060294	0.0038659	0.0094036	2.526e-06	0.0048279	0.0075298	0.0094036	0.0094036	0.0075298	0.0019848	0.0038659	0.0015893	0.014666	0.0094036	0.0094036	0.0030956	0.0012726	0.0094036	0.0094036	0.0048279	0.0019848	0.0048279	0.0030956	0.014666	0.0094036	0.0094036	0.0048279	0.0094036	0.0094036
0.0060294	0.16901	0.069483	0.10837	0.16901	0.0024788	1	0.16901	0.10837	0.086774	0.13534	0.13534	0.055638	0.10837	0.16901	0.028566	0.022873	0.086774	0.014666	0.086774	0.16901	0.16901	0.16901	0.13534	0.13534	0.16901	0.086774	0.10837	0.16901	0.10837	0.055638	0.10837	0.069483	0.16901	4.54e-05	0.086774	0.13534	0.16901	0.16901	0.13534	0.035674	0.069483	0.028566	0.16901	0.16901	0.16901	0.055638	0.022873	0.16901	0.16901	0.086774	0.035674	0.086774	0.055638	0.16901	0.16901	0.16901	0.086774	0.16901	0.16901
0.022873	0.64118	0.2636	0.41111	0.64118	0.0094036	0.16901	1	0.41111	0.32919	0.51342	0.51342	0.21107	0.41111	0.64118	0.10837	0.086774	0.32919	0.055638	0.32919	0.64118	0.64118	0.64118	0.51342	0.51342	0.64118	0.32919	0.41111	0.64118	0.41111	0.21107	0.41111	0.2636	0.64118	0.00017223	0.32919	0.51342	0.64118	0.64118	0.51342	0.13534	0.2636	0.10837	0.64118	0.64118	0.64118	0.21107	0.086774	0.64118	0.64118	0.32919	0.13534	0.32919	0.21107	0.64118	0.64118	0.64118	0.32919	0.64118	0.64118
0.014666	0.41111	0.16901	0.2636	0.41111	0.0060294	0.10837	0.41111	1	0.21107	0.32919	0.32919	0.13534	0.2636	0.41111	0.069483	0.055638	0.21107	0.035674	0.21107	0.41111	0.41111	0.41111	0.32919	0.32919	0.41111	0.21107	0.2636	0.41111	0.2636	0.13534	0.2636	0.16901	0.41111	0.00011043	0.21107	0.32919	0.41111	0.41111	0.32919	0.086774	0.16901	0.069483	0.41111	0.41111	0.41111	0.13534	0.055638	0.41111	0.41111	0.21107	0.086774	0.21107	0.13534	0.41111	0.41111	0.41111	0.21107	0.41111	0.41111
0.011744	0.32919	0.13534	0.21107	0.32919	0.0048279	0.086774	0.32919	0.21107	1	0.2636	0.2636	0.10837	0.21107	0.32919	0.055638	0.044551	0.16901	0.028566	0.16901	0.32919	0.32919	0.32919	0.2636	0.2636	0.32919	0.16901	0.21107	0.32919	0.21107	0.10837	0.21107	0.13534	0.32919	8.8427e-05	0.16901	0.2636	0.32919	0.32919	0.2636	0.069483	0.13534	0.055638	0.32919	0.32919	0.32919	0.10837	0.044551	0.32919	0.32919	0.16901	0.069483	1	0.10837	0.32919	0.32919	0.32919	0.16901	0.32919	0.32919
