1	0.0072767	4.028e-05	0.76071	0.38394	0.049363	0.66348	0.76071	0.66348	0.76071	0.66348	0.12857	0.44021	0.25474	0.76071	0.097804	0.76071	0.76071	0.38394	0.76071	0.29207	0.76071	0.097804	0.14741	0.16901	0.50472	0.33487	0.76071	0.76071	0.037551	0.66348	0.25474	0.66348	0.12857	0.50472	0.57868	0.76071	0.66348	0.76071	0.33487	0.76071	0.57868	0.76071	0.76071	0.76071	0.66348	0.22218	0.66348
0.0072767	1	5.0651e-07	0.0072767	0.0036727	0.00062073	0.0063466	0.0072767	0.0063466	0.0072767	0.0063466	0.0012299	0.0042109	0.0024367	0.0072767	0.00093557	0.0072767	0.0095657	0.0036727	0.0072767	0.0027938	0.0072767	0.00093557	0.0014101	0.0016167	0.0048279	0.0042109	0.0095657	0.0072767	0.0003592	0.0063466	0.0024367	0.0063466	0.0012299	0.0048279	0.0055355	0.0072767	0.0063466	0.0072767	0.0032032	0.0072767	0.0055355	0.0072767	0.0072767	0.0072767	0.0063466	0.0021253	0.0063466
4.028e-05	5.0651e-07	1	4.028e-05	2.033e-05	3.436e-06	3.5132e-05	4.028e-05	3.5132e-05	4.028e-05	3.5132e-05	6.8078e-06	2.3309e-05	1.3488e-05	4.028e-05	6.8078e-06	4.028e-05	5.295e-05	2.033e-05	4.028e-05	1.5465e-05	4.028e-05	5.1788e-06	7.8055e-06	8.9493e-06	2.6725e-05	2.3309e-05	5.295e-05	4.028e-05	1.9884e-06	3.5132e-05	1.3488e-05	3.5132e-05	6.8078e-06	2.6725e-05	3.0641e-05	4.028e-05	3.5132e-05	4.028e-05	1.7731e-05	4.028e-05	3.0641e-05	4.028e-05	4.028e-05	4.028e-05	3.5132e-05	1.1764e-05	3.5132e-05
0.76071	0.0072767	4.028e-05	1	0.38394	0.049363	0.66348	0.76071	0.66348	0.76071	0.66348	0.12857	0.44021	0.25474	0.76071	0.097804	0.76071	0.76071	0.38394	0.76071	0.29207	0.76071	0.097804	0.14741	0.16901	0.50472	0.33487	0.76071	0.76071	0.037551	0.66348	0.25474	0.66348	0.12857	0.50472	0.57868	0.76071	0.66348	0.76071	0.33487	0.76071	0.57868	0.76071	0.76071	0.76071	0.66348	0.22218	0.66348
0.38394	0.0036727	2.033e-05	0.38394	1	0.024914	0.33487	0.38394	0.33487	0.38394	0.33487	0.064891	0.22218	0.12857	0.38394	0.049363	0.38394	0.38394	0.19378	0.38394	0.14741	0.38394	0.049363	0.074401	0.085304	0.25474	0.16901	0.38394	0.38394	0.018953	0.33487	0.12857	0.33487	0.064891	0.25474	0.29207	0.38394	0.33487	0.38394	0.16901	0.38394	0.29207	0.38394	0.38394	0.38394	0.33487	0.11214	0.33487
0.049363	0.00062073	3.436e-06	0.049363	0.024914	1	0.043054	0.049363	0.043054	0.049363	0.043054	0.0083431	0.028566	0.02173	0.049363	0.0063466	0.049363	0.064891	0.024914	0.049363	0.018953	0.049363	0.0063466	0.0095657	0.010967	0.032752	0.028566	0.064891	0.049363	0.0032032	0.043054	0.01653	0.043054	0.0083431	0.032752	0.037551	0.049363	0.056597	0.049363	0.02173	0.049363	0.037551	0.049363	0.049363	0.049363	0.043054	0.014417	0.043054
0.66348	0.0063466	3.5132e-05	0.66348	0.33487	0.043054	1	0.66348	0.57868	0.66348	0.57868	0.11214	0.38394	0.29207	0.66348	0.085304	0.66348	0.66348	0.33487	0.66348	0.25474	0.66348	0.085304	0.12857	0.19378	0.44021	0.29207	0.66348	0.66348	0.032752	0.57868	0.22218	0.57868	0.11214	0.44021	0.50472	0.66348	0.57868	0.66348	0.29207	0.66348	0.50472	0.66348	0.66348	0.66348	0.57868	0.19378	0.57868
0.76071	0.0072767	4.028e-05	0.76071	0.38394	0.049363	0.66348	1	0.66348	0.76071	0.66348	0.12857	0.44021	0.25474	0.76071	0.097804	0.76071	0.76071	0.38394	0.76071	0.29207	0.76071	0.097804	0.14741	0.16901	0.50472	0.33487	0.76071	0.76071	0.037551	0.66348	0.25474	0.66348	0.12857	0.50472	0.57868	0.76071	0.66348	0.76071	0.33487	0.76071	0.57868	0.76071	0.76071	0.76071	0.66348	0.22218	0.66348
0.66348	0.0063466	3.5132e-05	0.66348	0.33487	0.043054	0.57868	0.66348	1	0.66348	0.57868	0.11214	0.38394	0.22218	0.66348	0.085304	0.66348	0.66348	0.33487	0.66348	0.25474	0.66348	0.085304	0.12857	0.14741	0.44021	0.29207	0.66348	0.66348	0.032752	0.57868	0.22218	0.57868	0.11214	0.44021	0.50472	0.66348	0.57868	0.66348	0.29207	0.66348	0.50472	0.66348	0.66348	0.66348	0.57868	0.19378	0.57868
0.76071	0.0072767	4.028e-05	0.76071	0.38394	0.049363	0.66348	0.76071	0.66348	1	0.66348	0.12857	0.44021	0.25474	0.76071	0.097804	0.76071	0.76071	0.38394	0.76071	0.29207	0.76071	0.097804	0.14741	0.16901	0.50472	0.33487	0.76071	0.76071	0.037551	0.66348	0.25474	0.66348	0.12857	0.50472	0.57868	0.76071	0.66348	0.76071	0.33487	0.76071	0.57868	0.76071	0.76071	0.76071	0.66348	0.22218	0.66348
